year,month,quote
2017,February,"Par la chaleur qu’il dégage, d’environ 70 watts, un adulte au repos est comparable à une lampe à incandescence classique.
présente 1,5 jours en page d'accueil du 13 février 2017 à 12:01:07 au 15 février 2017 à 00:03:10"
2017,February,"Cynopterus sphinx.Chez les chauves-souris de l’espèce Cynopterus sphinx (photo), la fellation se pratique pendant la copulation.
présente 1,5 jours en page d'accueil du 14 février 2017 à 00:02:46 au 15 février 2017 à 12:01:00"
2017,February,"L’oreille du capitaine Robert Jenkins a donné son nom à une guerre.
présente 1,5 jours en page d'accueil du 14 février 2017 à 00:02:46 au 15 février 2017 à 12:01:00"
2017,February,"Les Quatre Éléments, d’Alexander Calder.Les quatre éléments traditionnels, la Terre, l’Eau, l’Air et le Feu (sculpture), peuvent être rapprochés des quatre états les plus courants de la matière, respectivement solide, liquide, gazeux et plasma.
présente 1,5 jours en page d'accueil du 14 février 2017 à 12:01:24 au 16 février 2017 à 00:02:15"
2017,February,"Aux États-Unis, en 2002, moins d’un Arabe sur quatre était musulman.
présente 1,5 jours en page d'accueil du 14 février 2017 à 12:01:24 au 16 février 2017 à 00:02:15"
2017,February,"Le funiculaire de Fribourg depuis les quartiers hauts.Le funiculaire de Fribourg (photo) fonctionne avec les eaux usées de la ville.
présente 1,5 jours en page d'accueil du 15 février 2017 à 00:03:10 au 16 février 2017 à 12:00:56"
2017,February,"Charles de Gaulle est le premier co-prince français d’Andorre à s’être déplacé dans la principauté après Henri IV.
présente 1,5 jours en page d'accueil du 15 février 2017 à 00:03:10 au 16 février 2017 à 12:00:56"
2017,February,"Bible de 1700.D’après une étude de 2008, moins de 50 % des Français possèdent une bible (photo) chez eux, contre 85 % des Polonais et 93 % des Américains.
présente 1,5 jours en page d'accueil du 15 février 2017 à 12:01:18 au 17 février 2017 à 00:02:29"
2017,February,"La part des fonds d’investissement étrangers dans le capital des groupes français du CAC 40 est passé d’environ 5 % en 1985 à un peu moins de la moitié à la fin des années 1990.
présente 1,5 jours en page d'accueil du 15 février 2017 à 12:01:18 au 17 février 2017 à 00:02:29"
2017,February,"Portrait de François Viète d’après Daniel ou Jean Rabel.Le décryptage par le mathématicien François Viète (portrait) de messages codés espagnols valut au roi Henri IV des accusations de magie et de commerce avec le Diable.
présente 1,5 jours en page d'accueil du 16 février 2017 à 00:02:15 au 17 février 2017 à 12:01:07"
2017,February,"Selon certaines méthodes de sommation, 1 + 2 + 3 + 4 + ⋯ = -1/12
présente 1,5 jours en page d'accueil du 16 février 2017 à 00:02:15 au 17 février 2017 à 12:01:07"
2017,February,"Mesure de la pression artérielle.Nikolaï Korotkov a conçu la méthode qui permet de mesurer la pression artérielle à l’oreille (photo).
présente 1,5 jours en page d'accueil du 16 février 2017 à 12:00:56 au 18 février 2017 à 00:03:16"
2017,February,"La France était le premier exportateur mondial d’électricité en 2013.
présente 1,5 jours en page d'accueil du 16 février 2017 à 12:00:56 au 18 février 2017 à 00:03:16"
2017,February,"Portrait de Stephen Sauvestre.L’architecte de la tour Eiffel est Stephen Sauvestre (portrait).
présente 1,5 jours en page d'accueil du 17 février 2017 à 00:02:29 au 18 février 2017 à 12:00:47"
2017,February,"Avant de devenir une république islamique, l’Iran possédait une constitution d’inspiration belge.
présente 1,5 jours en page d'accueil du 17 février 2017 à 00:02:29 au 18 février 2017 à 12:00:47"
2017,February,"Premières pages de Du côté de chez Swann avec les notes de révision de la main de l’auteur.Repoussé par plusieurs éditeurs, Marcel Proust dut publier le premier tome d’À la recherche du temps perdu (premières pages) à compte d’auteur.
présente 1,5 jours en page d'accueil du 17 février 2017 à 12:01:07 au 19 février 2017 à 00:05:31"
2017,February,"Les Capétiens ont donné une centaine de rois, dont une bonne trentaine à la France et presque autant au Portugal.
présente 1,5 jours en page d'accueil du 17 février 2017 à 12:01:07 au 19 février 2017 à 00:05:31"
2017,February,"Raisins Ruby Roman en vente à Kanazawa, Préfecture d’Ishikawa.Le Ruby Roman (photo), cultivé au Japon, est réputé être le raisin le plus cher du monde.
présente 1,5 jours en page d'accueil du 18 février 2017 à 00:03:16 au 19 février 2017 à 12:00:52"
2017,February,"En 1756, Jean-Jacques Rousseau s’inquiétait du « danger d’émouvoir une fois les masses énormes qui composent la monarchie française » et jugeait « imprudent » de « toucher » au gouvernement alors en place.
présente 1,5 jours en page d'accueil du 18 février 2017 à 00:03:16 au 19 février 2017 à 12:00:52"
2017,February,"Temple Grandin en 2010.La machine à câlin a été inventée par la zootechnicienne autiste Temple Grandin (photo), qui s’en servait pour calmer ses angoisses.
présente 1,5 jours en page d'accueil du 18 février 2017 à 12:00:47 au 20 février 2017 à 00:02:03"
2017,February,"En 1966, la Cour suprême de l’Inde a défini le cadre de la foi hindoue.
présente 1,5 jours en page d'accueil du 18 février 2017 à 12:00:47 au 20 février 2017 à 00:02:03"
2017,February,"Saint Germain d’Alaska.Le moine russe saint Germain d’Alaska (icône) est considéré par de nombreux orthodoxes américains comme le saint patron de l’Amérique du Nord.
présente 1,5 jours en page d'accueil du 19 février 2017 à 00:05:31 au 20 février 2017 à 12:01:08"
2017,February,"Au début des années 1960, Robert Hue, futur secrétaire national du Parti communiste français, fonda un groupe de rock sous le nom de Willie Balton, emprunté à un soldat américain.
présente 1,5 jours en page d'accueil du 19 février 2017 à 00:05:31 au 20 février 2017 à 12:01:08"
2017,February,"Jonah Falcon en 2010.La taille de son pénis a valu à Jonah Falcon (photo) d’être contrôlé à l’aéroport international de San Francisco comme porteur d’un paquet suspect.
présente 1,5 jours en page d'accueil du 19 février 2017 à 12:00:52 au 21 février 2017 à 00:02:16"
2017,February,"En Suisse, de 1981 à 2011, la consommation d’eau par habitant a baissé de 30 % pour passer à 350 litres par jour environ.
présente 1,5 jours en page d'accueil du 19 février 2017 à 12:00:52 au 21 février 2017 à 00:02:16"
2017,February,"La centrale de Beznau.Mise en service en 1969, la centrale nucléaire de Beznau (photo), située dans le canton d’Argovie en Suisse, est depuis 2012 la plus ancienne en activité au monde.
présente 1,5 jours en page d'accueil du 20 février 2017 à 00:02:03 au 21 février 2017 à 12:01:08"
2017,February,"À l’origine de l’abolition de l’esclavage aux États-Unis, Abraham Lincoln indiquait « désire[r], tout autant qu’un autre, que la race blanche occupe la position supérieure ».
présente 1,5 jours en page d'accueil du 20 février 2017 à 00:02:03 au 21 février 2017 à 12:01:08"
2017,February,"Théophane de Poltava, alors archimandrite, en 1909.Théophane de Poltava (photo), archevêque orthodoxe qui contribua à introduire Raspoutine à la cour du tsar, acheva sa vie en ermite dans une habitation troglodytique des bords de Loire.
présente 1,5 jours en page d'accueil du 20 février 2017 à 12:01:08 au 22 février 2017 à 00:02:56"
2017,February,"Les yéyés doivent leur nom à Edgar Morin.
présente 1,5 jours en page d'accueil du 20 février 2017 à 12:01:08 au 22 février 2017 à 00:02:56"
2017,February,"Elinor Ostrom.Elinor Ostrom (portrait), co-récipiendaire en 2009 du 41e « prix Nobel » d’économie, demeure en 2016 la seule femme à avoir reçu cette distinction.
présente 1,5 jours en page d'accueil du 21 février 2017 à 00:02:16 au 22 février 2017 à 12:01:05"
2017,February,"Dans la phrase « Tire la chevillette, la bobinette cherra » extraite du Petit Chaperon rouge, « cherra » est la troisième personne du singulier du verbe « choir » conjugué au futur simple.
présente 1,5 jours en page d'accueil du 21 février 2017 à 00:02:16 au 22 février 2017 à 12:01:05"
2017,February,"Le X lunaire.Le X lunaire (au centre de la photo) est un effet de clair-obscur créé par l’illumination rasante de la région des cratères Blanchinus, La Caille et Purbach par le Soleil.
présente 1,5 jours en page d'accueil du 22 février 2017 à 00:02:56 au 23 février 2017 à 12:01:13"
2017,February,"Le nom  d’Obélix vient peut-être, comme celui d’Astérix, du vocabulaire professionnel du grand-père de Goscinny, imprimeur-typographe.
présente 1,5 jours en page d'accueil du 22 février 2017 à 00:02:56 au 23 février 2017 à 12:01:13"
2017,February,"Pied humide de Clotilde Bizolon.Pied humide de Clotilde Bizolon.Lyon comptait 91 pieds humides en 1902 (photo).
présente 1,5 jours en page d'accueil du 22 février 2017 à 12:01:05 au 24 février 2017 à 00:02:44"
2017,February,"La stabilité du regard pendant un mouvement de la tête est assurée par un mouvement réflexe des globes oculaires.
présente 1,5 jours en page d'accueil du 22 février 2017 à 12:01:05 au 24 février 2017 à 00:02:44"
2017,February,"Les îles Tuvalu sur le globe terrestre.En 2000, les îles Tuvalu (carte) ont reçu 50 millions de dollars en échange d’un bail de 12 ans pour l’utilisation de leur nom de domaine géographique, très prisé des chaînes de télévision : .tv.
présente 1,5 jours en page d'accueil du 23 février 2017 à 00:02:22 au 24 février 2017 à 12:01:19"
2017,February,"En 1561, Antoine Caraccioli devint le premier et le dernier évêque protestant de France, sans cesser d’être évêque catholique de Troyes.
présente 1,5 jours en page d'accueil du 23 février 2017 à 00:02:22 au 24 février 2017 à 12:01:19"
2017,February,"La pièce.Au Venezuela, il existe une pièce de douze centimes et demi (photo).
présente 1,5 jours en page d'accueil du 23 février 2017 à 12:01:13 au 25 février 2017 à 00:02:51"
2017,February,"Les Émirats arabes unis sont dirigés par un président.
présente 1,5 jours en page d'accueil du 23 février 2017 à 12:01:13 au 25 février 2017 à 00:02:51"
2017,February,"Crapaud buffle.La pratique consistant à lécher un crapaud buffle (photo) pour obtenir des hallucinations peut s’avérer mortelle.
présente 1,5 jours en page d'accueil du 24 février 2017 à 00:02:44 au 25 février 2017 à 12:01:08"
2017,February,"Paul Lesbazeilles est essentiellement connu pour avoir été major de l’agrégation de philosophie en 1881, juste devant Henri Bergson et Jean Jaurès.
présente 1,5 jours en page d'accueil du 24 février 2017 à 00:02:44 au 25 février 2017 à 12:01:08"
2017,February,"Kristen Stewart aux Césars 2015 en France.Kristen Stewart (photo) est devenue en 2015 la première actrice américaine nommée pour un César du cinéma et, à cette occasion, la première à en recevoir un (hors César d’honneur).
présente 1,5 jours en page d'accueil du 24 février 2017 à 12:01:19 au 26 février 2017 à 00:02:13"
2017,February,"Clipperton, atoll français inhabité du Pacifique Nord, a le seul lagon d’eau douce de la planète.
présente 1,5 jours en page d'accueil du 24 février 2017 à 12:01:19 au 26 février 2017 à 00:02:13"
2017,February,"Pablo Iglesias Posse.Pablo Iglesias Turrión, fondateur et leader de Podemos qui s’est donné pour but de supplanter le Parti socialiste ouvrier espagnol, doit son prénom au fondateur de ce dernier, Pablo Iglesias Posse (portrait).
présente 1,5 jours en page d'accueil du 25 février 2017 à 00:02:51 au 26 février 2017 à 12:01:12"
2017,February,"L’US Air Force a envisagé une « bombe gay » qui causerait un comportement homosexuel chez l’ennemi.
présente 1,5 jours en page d'accueil du 25 février 2017 à 00:02:51 au 26 février 2017 à 12:01:12"
2017,February,"Jacques de Falaise tenant dans sa bouche une épée, une souris dans une main, une anguille dans l’autre, un oiseau perché sur l’épaule. Gravure sur bois, vers 1816.Le « polyphage » Jacques de Falaise (gravure) ingurgitait des noix, des pipes, des cartes roulées, des œufs non écalés, des fleurs avec leur tige, des montres et des animaux vivants, tels des souris, des moineaux, mais aussi des anguilles ou des écrevisses.
présente 1,5 jours en page d'accueil du 25 février 2017 à 12:01:08 au 27 février 2017 à 00:02:39"
2017,February,"En France, les jurys criminels, créés en 1791, ont admis les femmes à partir de 1944 et ont été directement tirés au sort sur les listes électorales à partir de 1980.
présente 1,5 jours en page d'accueil du 25 février 2017 à 12:01:08 au 27 février 2017 à 00:02:39"
2017,February,"La statue équestre de Jeanne d’Arc, place des Pyramides, Paris.La paysanne de Domrémy qui a servi de modèle à la statue équestre de Jeanne d’Arc (photo) située place des Pyramides, à Paris, est morte brûlée vive dans l’incendie de son immeuble.
présente 1,5 jours en page d'accueil du 26 février 2017 à 00:02:13 au 27 février 2017 à 12:01:22"
2017,February,"La France a une frontière commune avec le Royaume des Pays-Bas.
présente 1,5 jours en page d'accueil du 26 février 2017 à 00:02:13 au 27 février 2017 à 12:01:22"
2017,February,"Louis Pasteur, musée d’Orsay.Autoportrait d’Albert Edelfelt.Le plus célèbre portrait (tableau du haut) de Louis Pasteur est l’œuvre d’un peintre finlandais : Albert Edelfelt (tableau du bas).
présente 1,5 jours en page d'accueil du 26 février 2017 à 12:01:12 au 28 février 2017 à 00:01:55"
2017,February,"Komm, gib mir deine Hand / Sie liebt dich est un 45 tours des Beatles.
présente 1,5 jours en page d'accueil du 26 février 2017 à 12:01:12 au 28 février 2017 à 00:01:55"
